lead_id,deterministic_tier,llm_score,llm_rationale,score_divergence,scores_aligned
L2871,tier2,89,"Backend Engineer at a large software company who is a converted customer/contact, showing very high surging intent, competitor tool churn, and strong campaign engagement.",34,false
L1005,tier2,58,Staff Engineer at a software company with moderate intent and past engagement. Good technical fit but lacks strong surge signals or executive buying power.,3,true
L2555,tier2,72,"Computer Vision Engineer with strong surging intent, competitor churn signal, and recent funding. Industry is blank but title and intent strongly point to AI workloads.",17,true
L1917,tier2,45,"CTO title is strong, but using a freemail address with an unverifiable company profile and moderate intent lowers confidence.",10,true
L2710,tier3,20,CEO in the travel industry with low intent. Unlikely to be a near-term GPU infrastructure buyer.,0,true
L2893,tier2,65,Software engineer at a small AI/ML company with expanded footprint signals. Good product-led growth potential.,10,true
L1938,tier2,40,"Research engineer at a small software company, but low intent score and no surge signals suggest low urgency.",15,true
L1420,tier1,82,"Fractional CTO at an AI/ML-friendly software company with high surging intent, funding, and hiring signals.",8,true
L1099,tier2,85,"VP of AI Infrastructure with high surging intent, GPU trial spike, and active campaign engagement. Excellent sales lead despite missing company industry tag.",30,true
L2242,tier2,55,SRE at an AI/ML software company using freemail with medium intent and GPU trial spike. Strong technical fit but freemail adds friction.,0,true
L1248,tier2,50,"ML Engineer with high surging intent, but email opt-out and DNC flags present severe outreach risks.",5,true
L1686,tier2,62,AI Engineer at a tiny AI/ML startup with a GPU trial spike. Good product-led growth prospect.,7,true
L1245,tier3,15,Managing partner in the fitness industry. Unrelated vertical despite some infra intent signals.,5,true
L1637,tier3,10,Indie hacker in education with very low intent. Unlikely to convert to paid enterprise tier.,10,true
L1765,tier2,60,Computer Vision Engineer at a software company with moderate intent and document traffic surge.,5,true
L2447,tier3,25,Sales Development Rep role at a software company. Not a buyer of GPU infrastructure.,5,true
L1072,tier3,,,,true
L2895,tier3,20,Indie hacker at an educational institution using freemail. Ambiguous profile despite high intent signals.,0,true
L1665,tier3,35,"NLP Engineer is technical, but company is in insurance outside core software/AI focus.",15,true
L1357,tier3,88,VP Data & AI at an AI/ML software company with extreme intent score (96) and surging signals. Excellent enterprise sales opportunity.,68,false
L1908,tier3,15,Advisor at an automotive parts company. High opt-out and DNC flags combined with non-technical profile make this poor.,5,true
L2121,tier3,30,Technical consultant at Lumina ML with low intent and ambiguous title.,10,true
L1953,tier2,45,"Infrastructure engineer with moderate intent, but company name is missing in profile and CRM shows unverified/unqualified status with opt-out.",10,true
L2707,tier3,30,"Financial analyst at an AI software company. High internal intent score, but role is non-technical.",10,true
L1074,tier1,80,Director of AI at a software company with active open opportunities and positive campaign response. Clear sales queue material.,10,true
L2168,tier2,65,Machine Learning Engineer with medium intent and competitor churn signals. Good technical match.,10,true
L1657,tier2,75,"Infrastructure Engineer at an AI/ML software company with very high intent and surging signals. Despite opt-out, high technical relevance.",20,true
L1834,tier2,70,AI Engineer at DeepHarbor with high intent and GPU usage trial spike. Solid near-term PLG/sales opportunity.,15,true
L2872,tier2,82,"Head of ML with high intent, surging traffic, and GPU trial spikes at a small software company. Prime decision-maker target.",27,true
L2117,tier3,15,Accountant at a large software company. Non-technical role with low alignment to GPU infrastructure needs.,5,true
L1383,tier3,10,MS Student at an Institute of Technology. Low intent and academic profile indicate self-serve or low-value usage.,10,true
L2053,tier2,75,Existing customer with strong technical role (MLOps Engineer) and good intent signals regarding hiring and funding. Agrees with tier2.,20,true
L2667,tier3,20,"High intent signals, but company is 'greenleaf landscaping' in Services, indicating potential false persona or non-tech context despite the impressive title.",0,true
L1603,tier3,15,"Freemail address, marketing agency industry, and low intent score. Unlikely to be a strong infrastructure buyer.",5,true
L2043,tier2,68,ML Engineer at TensorLoop with medium intent and infrastructure expansion signals. Good technical fit.,13,true
L2385,tier2,60,DevOps Engineer at an AI/ML software company with active open deal status in HubSpot. Solid technical IC fit.,5,true
L1035,tier2,50,"Founder & CEO with freemail address and unverified company size. Moderate intent signals, but data is sparse.",5,true
L1334,tier3,10,"Missing job title, freemail address, and unqualified HubSpot lead status. Very low conversion potential.",10,true
L1614,tier3,15,"Marketing Manager role in an AI company, but marked as churned/other lifecycle stage with low intent.",5,true
L2467,tier3,5,Consultant at a bakery using a freemail address. Extremely low relevance for GPU cloud infrastructure.,15,true
L1034,tier2,88,"Backend Engineer with very high intent, surging GPU usage trials, and docs traffic. Excellent product-led growth target.",33,false
L1183,tier2,45,"Senior Data Scientist role is relevant, but internal intent score is low and no CRM history is present.",10,true
L1345,tier2,82,Senior Software Engineer at an AI/ML software company showing strong GPU usage trial spikes and high intent.,27,true
L1559,tier3,30,"Freelancer at an educational institution. Despite some trial spikes, educational/academic profiles rarely convert to high-acorn sales.",10,true
L2507,tier3,25,"Platform engineer, but at a food and beverage company. Low intent signals.",5,true
L2230,tier3,10,Missing job title and very low intent score. No viable engagement signals.,10,true
L1733,tier2,65,Software Engineer at an AI/ML software company with medium intent and competitor churn signal. Solid tier 2 fit.,10,true
L1596,tier3,5,Independent consultant at a marketing agency with opt-out status and closed lost CRM history.,15,true
L1537,tier3,10,Project manager role using a freemail address with closed lost status. Non-technical fit.,10,true
L2065,tier2,55,"Backend Engineer at an AI/ML company. Solid technical fit, though intent score is currently low.",0,true
L2591,tier2,60,"VP of AI Infrastructure title is excellent for decision-making, though company size/details are sparse. Good intent signals.",5,true
L1752,tier3,35,"PhD Student at a university. High intent and surging signals, but academic constraints limit monetization potential.",15,true
L2006,suppress,0,Competitor domain (tensorhive.ai). Must be fully suppressed.,,true
L2264,tier3,15,"Deep Learning Engineer title, but company is a construction firm. Likely misclassified or exploratory personal project.",5,true
L2444,tier2,70,Fractional CTO title with medium intent and pricing page visits. Strong decision-maker profile.,15,true
L2735,tier2,75,Computer Vision Engineer with high intent and surging competitor tool churn signals. Strong technical fit despite missing company profile.,20,true
L1058,tier3,25,"Business analyst role with high intent, but non-technical function limits direct purchasing power.",5,true
L1127,tier3,30,"Product Marketing Manager with high intent and competitor churn signals, but in a non-technical role.",10,true
